8192,1000,0.527841
32768,100,0.857378
32768,500,5.14732
8192,500,0.531347
1024,500,0.00722541
2048,500,0.0342175
3072,500,0.0791413
4096,500,0.135853
5120,500,0.212235
6144,500,0.309149
7168,500,0.417379
